First Name,Last Name,End Team,Pos,GP,SHG,SHA,SHP,45G,45A1,45A2,SHPass,SHShot,SHMiss,45Miss,45Shots,45Blkd,SHSh%,SHCoSH%,SHBlk,SHHitF,SHHitA,SHGive,SHTake,SHTOI,SHTOI/G,45TOI,45TOI/G,45TOF,45TOF/G,SH%,SHFOW,SHFOL,SHFO%,TmSHGF,TmSHGA,TmSHSVA,TmSHSVF,TmSHMF,TmSHMA,TmSHBA,TmSHBF,TmSHSCF,TmSHSCA,SHSC%,SHRelSC%,SHPenT,SHPenD,SHCorsi,SHOZ%,SHRelOZ%
Brayden,Schenn,PHI,C/LW,80,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,48,0.01,0.2,0.00,425.5,5.32,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,0.0,-6.1
Luke,Schenn,LAK,D,72,0,0,0,0,0,0,0,2,0,0,2,0,0.0%,0.0%,34,24,5,7,0,9240,2.14,147.0,2.04,248.4,3.45,37.2%,0,0, ,2,19,18,102,2,52,0,76,15,119,11.2%,-1.9,0,0,-30.6,7.6,1.9
David,Schlemko,NJD,D,67,0,0,0,0,0,0,0,1,0,0,1,1,0.0%,0.0%,19,4,5,3,4,6364,1.58,89.9,1.34,266.9,3.98,25.2%,0,0, ,1,11,20,52,6,32,3,37,20,69,22.5%,11.6,0,0,-22.7,22.9,18.0
Nate,Schmidt,WSH,D,72,0,0,0,0,0,0,0,2,0,0,2,1,0.0%,0.0%,15,3,1,3,6,5816,1.35,86.7,1.20,277.7,3.86,23.8%,0,0, ,0,11,11,65,4,36,4,41,8,71,10.1%,-0.2,0,0,-41.5,10.9,6.2
Cole,Schneider,BUF,LW/RW,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,4.6,2.30,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Jordan,Schroeder,MIN,C/RW,26,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,26,0.02,0.0,0.00,105.4,4.05,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Jeff,Schultz,LAK,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,1,0,0,0,0,221,3.68,4.4,4.35,6.7,6.66,39.5%,0,0, ,0,1,1,4,0,1,0,1,1,3,25.0%,5.0,0,0,-55.2,20.0,3.3
Justin,Schultz,PIT,D,63,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,8,1,0,8,1,3085,0.82,49.8,0.79,283.2,4.50,14.9%,0,0, ,0,5,6,51,1,22,2,22,3,55,5.2%,-8.0,1,0,-61.5,2.0,-5.5
Nick,Schultz,PHI,D,81,0,0,0,0,0,0,0,4,1,1,4,1,0.0%,0.0%,41,4,4,7,1,14314,2.95,239.9,2.96,189.6,2.34,55.9%,0,0, ,0,25,31,156,8,87,4,118,21,196,9.7%,-6.0,0,3,-28.8,3.9,-7.2
Jaden,Schwartz,STL,LW/C,33,0,0,0,0,0,0,0,3,1,1,3,0,0.0%,0.0%,4,0,0,0,2,1695,0.86,26.4,0.80,173.3,5.25,13.2%,0,1,0.0%,0,1,5,16,1,9,2,11,2,19,9.5%,-7.5,0,0,-25.0,20.0,13.2
John,Scott,MTL,LW/D,12,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,1,0,0,0,0,113,0.16,1.6,0.14,62.9,5.24,2.5%,0,0, ,0,0,0,1,0,0,0,2,0,2,0.0%,-20.0,0,0,37.0,0.0,-6.4
Rob,Scuderi,LAK,D,63,0,1,1,0,0,0,0,0,0,0,0,0,0.0%,0.0%,8,1,1,4,1,6793,1.80,99.5,1.58,200.9,3.19,33.1%,0,1,0.0%,1,12,5,96,1,47,1,40,5,97,4.9%,-5.7,0,1,-65.8,2.4,-0.9
Brent,Seabrook,CHI,D,81,0,0,0,0,0,0,0,2,0,0,2,2,0.0%,0.0%,13,4,4,7,3,8688,1.79,133.8,1.65,227.4,2.81,37.0%,0,0, ,4,16,20,129,7,47,7,55,29,114,20.3%,7.6,0,0,-50.7,8.3,5.1
Daniel,Sedin,VAN,LW,82,0,1,1,0,1,0,4,1,1,1,1,0,0.0%,0.0%,3,1,3,0,2,2245,0.46,32.2,0.39,369.8,4.51,8.0%,1,0,100.0%,1,3,3,33,3,3,0,10,5,26,16.1%,5.5,0,1,-41.0,4.3,-0.5
Henrik,Sedin,VAN,C,74,1,0,1,1,0,0,0,3,1,1,2,0,33.3%,33.3%,2,1,0,1,1,2486,0.56,36.2,0.49,335.0,4.53,9.8%,21,34,38.2%,1,2,4,39,3,6,0,11,5,34,12.8%,2.2,1,1,-46.4,4.2,-0.7
Tyler,Seguin,DAL,C/RW,72,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,96,0.02,2.2,0.03,340.3,4.73,0.6%,1,1,50.0%,0,0,1,2,0,0,0,0,1,2,33.3%,17.4,0,0,-27.5,50.0,43.1
Dennis,Seidenberg,BOS,D,61,0,0,0,0,0,0,0,6,0,0,6,0,0.0%,0.0%,29,6,1,4,3,8606,2.35,135.3,2.22,185.3,3.04,42.2%,0,0, ,1,10,20,85,7,53,2,70,23,105,18.0%,4.6,0,0,-23.1,9.8,5.2
Jiri,Sekac,ARI,LW/C,39,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,22,0.01,0.6,0.01,226.4,5.80,0.2%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Andrej,Sekera,EDM,D,81,0,1,1,0,0,1,0,1,0,0,1,0,0.0%,0.0%,18,1,2,12,5,7844,1.61,118.9,1.47,305.4,3.77,28.0%,0,0, ,2,22,15,89,2,34,6,43,17,102,14.3%,7.4,0,0,-44.9,9.9,5.7
Eric,Selleck,ARI,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,3.8,3.79,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Alexander,Semin,MTL,RW,15,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,78.9,5.26,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Tom,Sestito,PIT,LW,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,23.5,5.88,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,1,1,0.0,,
Damon,Severson,NJD,D,72,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,1,2,0,0,0,1307,0.30,18.0,0.25,356.0,4.94,4.8%,0,0, ,0,2,4,9,1,2,1,7,3,13,18.8%,6.4,1,0,-6.7,25.0,18.1
Michael,Sgarbossa,ANA,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,12.7,12.74,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Patrick,Sharp,DAL,LW,76,0,0,0,0,0,0,0,1,0,0,1,0,0.0%,0.0%,1,0,0,1,1,530,0.12,9.1,0.12,359.9,4.74,2.5%,0,2,0.0%,0,2,1,4,0,4,0,3,0,6,0.0%,-16.6,0,0,-39.8,25.0,18.3
Kevin,Shattenkirk,STL,D,72,0,1,1,0,1,0,20,2,2,2,2,3,0.0%,0.0%,14,4,1,7,6,8299,1.92,130.1,1.81,260.8,3.62,33.3%,0,0, ,1,10,19,111,6,47,3,48,15,110,12.0%,-0.7,1,1,-44.7,5.4,-0.3
Andrew,Shaw,CHI,RW/C,78,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,1,75,0.02,2.7,0.03,348.6,4.47,0.8%,1,0,100.0%,0,0,1,1,0,0,0,0,1,1,50.0%,34.4,0,1,0.0,0.0,-4.2
Logan,Shaw,FLA,RW,53,0,0,0,0,0,0,0,2,1,1,2,0,0.0%,0.0%,2,0,1,0,2,1710,0.54,30.1,0.57,249.7,4.71,10.8%,1,5,16.7%,0,2,5,21,2,8,2,11,4,16,20.0%,9.3,0,0,-29.9,43.8,38.2
Riley,Sheahan,DET,C,81,1,0,1,1,0,0,0,9,3,3,8,0,11.1%,9.1%,18,3,0,2,3,9919,2.04,163.6,2.02,267.5,3.30,37.9%,52,64,44.8%,2,20,12,124,6,61,4,79,19,137,12.2%,0.1,0,0,-40.3,7.1,2.5
Conor,Sheary,PIT,LW,44,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,24,0.01,0.0,0.00,209.2,4.76,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Hunter,Shinkaruk,CGY,C/LW,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,16,0.03,0.1,0.02,49.6,6.20,0.3%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,100.0,84.6
Devin,Shore,DAL,C,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,14.0,4.66,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Drew,Shore,CGY,C/RW,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,346,2.88,4.8,2.40,14.5,7.26,24.8%,1,2,33.3%,0,1,0,4,0,4,0,2,0,5,0.0%,-8.3,0,0,-87.7,0.0,-23.1
Nick,Shore,LAK,C,68,0,0,0,0,0,0,0,3,0,0,3,1,0.0%,0.0%,2,4,3,0,2,4114,1.01,68.1,1.00,313.3,4.61,17.9%,26,33,44.1%,0,7,4,47,1,22,2,36,2,65,3.0%,-10.5,0,1,-32.6,10.9,4.2
Patrick,Sieloff,CGY,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,1,0,0,0,0,154,2.57,2.7,2.72,7.3,7.33,27.1%,0,0, ,0,0,0,5,0,3,0,2,0,3,0.0%,-10.0,0,0,-132.4,0.0,-30.0
Jakob,Silfverberg,ANA,RW/LW,82,0,1,1,0,1,0,21,7,2,2,7,4,0.0%,0.0%,12,3,2,3,8,11847,2.41,198.0,2.41,282.7,3.45,41.2%,1,4,20.0%,1,16,20,148,10,93,6,91,19,154,11.0%,-9.0,1,2,-42.7,1.8,-9.7
Zach,Sill,WSH,C/LW,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,438,0.73,6.4,0.64,42.4,4.24,13.1%,3,3,50.0%,0,1,0,8,0,1,0,4,0,4,0.0%,-11.6,0,0,-56.2,0.0,-2.0
Wayne,Simmonds,PHI,RW/LW,81,0,0,0,0,0,0,0,1,0,0,1,0,0.0%,0.0%,0,0,0,0,0,134,0.03,1.4,0.02,426.5,5.26,0.3%,0,0, ,0,0,1,0,0,0,0,0,0,0,0.0%,,1,2,42.3,50.0,44.4
Dominik,Simon,PIT,C,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,17.5,5.85,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Mike,Sislo,NJD,RW,18,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,9,0.01,0.1,0.01,103.5,5.75,0.1%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,100.0,95.7
Colton,Sissons,NSH,C/RW,34,0,0,0,0,0,0,0,0,0,0,0,1,0.0%,0.0%,2,0,0,1,2,2204,1.08,36.2,1.07,124.5,3.66,22.5%,10,9,52.6%,0,4,4,19,3,7,1,15,5,16,23.8%,11.4,0,0,-14.9,0.0,-7.9
Jack,Skille,COL,RW/LW,74,0,0,0,0,0,0,0,3,1,1,3,0,0.0%,0.0%,2,1,0,0,2,959,0.22,17.0,0.23,362.6,4.90,4.5%,0,2,0.0%,1,3,3,12,3,5,0,8,4,9,30.8%,18.5,0,1,-17.7,16.7,9.7
Jeff,Skinner,CAR,LW,82,0,0,0,0,0,0,0,0,0,0,1,0,0.0%,0.0%,0,0,1,0,0,119,0.02,1.5,0.02,327.1,3.99,0.5%,0,0, ,0,0,1,0,0,1,0,0,1,1,50.0%,40.2,1,1,0.0,0.0,-9.7
Brady,Skjei,NYR,D,7,0,0,0,0,0,0,0,1,0,0,1,0,0.0%,0.0%,3,1,1,0,2,1046,2.49,16.8,2.40,28.6,4.08,37.0%,0,0, ,0,3,2,18,0,5,0,6,0,20,0.0%,-16.7,0,0,-64.4,0.0,-2.9
Jaccob,Slavin,CAR,D,63,0,1,1,0,0,1,0,4,1,1,4,0,0.0%,0.0%,22,6,1,2,7,7960,2.11,128.8,2.04,134.6,2.14,48.9%,0,0, ,1,8,9,68,3,33,8,51,6,66,8.3%,-1.6,1,1,-24.7,6.5,-3.7
Anton,Slepyshev,EDM,LW,11,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,54.9,4.99,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Ladislav,Smid,CGY,D,22,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,1,1,0,0,0,609,0.46,9.9,0.45,86.4,3.93,10.2%,0,0, ,0,2,0,9,0,4,0,7,0,13,0.0%,-11.9,0,0,-48.7,0.0,-5.9
Ben,Smith,TOR,RW/C,22,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,4,1,0,1,1,2184,1.65,37.0,1.68,64.6,2.94,36.4%,32,24,57.1%,0,4,5,24,1,12,2,16,3,27,10.0%,-10.3,0,0,-32.4,11.1,5.7
Brendan,Smith,DET,D,63,0,0,0,0,0,0,0,1,1,1,1,0,0.0%,0.0%,8,9,0,3,0,4387,1.16,67.3,1.07,264.2,4.19,20.3%,0,0, ,1,6,4,46,3,24,0,29,8,56,12.5%,1.8,3,2,-34.8,4.0,-1.7
Craig,Smith,NSH,RW,82,0,0,0,0,0,0,0,1,0,0,1,0,0.0%,0.0%,0,0,0,0,0,162,0.03,4.1,0.05,393.0,4.79,1.0%,0,1,0.0%,0,0,1,1,0,0,0,2,1,1,50.0%,37.0,1,0,29.5,100.0,95.4
Reilly,Smith,FLA,RW/LW,82,0,1,1,0,1,0,9,5,2,2,5,3,0.0%,0.0%,12,3,7,2,13,11237,2.28,180.5,2.20,240.9,2.94,42.8%,0,0, ,2,19,15,144,6,40,4,61,16,117,12.0%,0.0,1,1,-40.9,4.0,-6.2
Zack,Smith,OTT,C/LW,81,5,1,6,3,0,1,0,13,1,2,8,1,38.5%,27.3%,2,8,2,1,6,6419,1.32,107.7,1.33,281.8,3.48,27.7%,43,58,42.6%,4,13,14,99,3,36,2,34,13,79,14.1%,1.1,5,3,-52.9,11.5,6.2
Devante,Smith-Pelly,NJD,RW/C,64,0,0,0,0,0,0,0,0,1,1,0,1,0.0%,0.0%,1,2,0,1,0,1127,0.29,15.4,0.24,312.0,4.87,4.7%,0,0, ,1,1,0,13,1,6,2,7,3,15,16.7%,0.1,2,0,-50.5,30.0,23.9
Carl,Soderberg,COL,C,82,1,1,2,1,1,0,11,9,2,2,8,4,11.1%,7.1%,10,2,3,4,5,9780,1.99,160.6,1.96,256.6,3.13,38.5%,26,50,34.2%,2,14,19,126,4,61,7,69,12,142,7.8%,-7.5,2,2,-42.6,5.9,-3.3
Nikita,Soshnikov,TOR,RW,11,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,32,0.05,0.1,0.01,48.4,4.40,0.1%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Nick,Spaling,SJS,C/LW,58,0,0,0,0,0,0,0,3,2,2,3,2,0.0%,0.0%,15,3,5,2,3,7611,2.19,120.9,2.08,185.7,3.20,39.4%,57,68,45.6%,0,14,23,83,6,38,5,47,15,87,14.7%,-0.6,1,1,-31.8,8.7,1.2
Jason,Spezza,DAL,C,75,0,0,0,0,0,0,0,0,1,0,0,0,0.0%,0.0%,0,0,0,0,1,492,0.11,8.3,0.11,351.6,4.69,2.3%,8,8,50.0%,0,0,2,7,0,3,0,3,2,9,18.2%,2.4,0,0,-36.2,12.5,5.9
Ryan,Spooner,BOS,C/LW,80,0,0,0,0,0,0,0,1,0,0,1,0,0.0%,0.0%,0,0,0,0,0,728,0.15,12.5,0.16,423.3,5.29,2.9%,3,6,33.3%,0,0,4,12,1,0,0,3,3,7,30.0%,14.5,0,0,-19.2,12.5,4.7
Daniel,Sprong,PIT,RW,18,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,64,0.06,0.0,0.00,97.2,5.40,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Jared,Spurgeon,MIN,D,77,0,3,3,0,1,2,6,0,0,0,0,0,0.0%,0.0%,27,2,2,1,2,8132,1.76,133.6,1.74,164.6,2.14,44.8%,0,0, ,3,14,16,105,4,47,3,51,17,119,12.5%,5.1,0,2,-42.7,3.7,-2.4
Eric,Staal,NYR,C/LW,83,0,0,0,0,0,0,0,0,1,1,0,0,0.0%,0.0%,2,0,0,1,2,1654,0.33,23.4,0.28,318.2,3.83,6.8%,8,12,40.0%,0,3,1,18,1,9,0,10,0,25,0.0%,-13.6,0,1,-46.2,9.1,0.3
Jordan,Staal,CAR,C,82,0,2,2,0,2,0,13,6,1,1,6,2,0.0%,0.0%,3,11,2,3,9,8732,1.77,149.0,1.82,179.6,2.19,45.3%,96,69,58.2%,2,10,11,90,2,53,9,38,11,87,11.2%,1.9,0,4,-43.9,6.4,-6.5
Marc,Staal,NYR,D,77,0,0,0,0,0,0,0,4,0,0,4,0,0.0%,0.0%,26,6,1,2,3,10523,2.28,170.0,2.21,202.4,2.63,45.7%,1,2,33.3%,0,17,20,110,5,62,3,77,20,127,13.6%,-2.1,1,3,-31.8,7.9,2.3
Drew,Stafford,WPG,RW/C,78,1,2,3,1,2,0,13,4,1,1,3,2,25.0%,16.7%,3,4,1,1,4,4856,1.04,77.0,0.99,357.2,4.58,17.7%,13,13,50.0%,3,13,16,60,5,24,4,27,20,72,21.7%,8.2,1,1,-39.0,57.1,52.7
Matt,Stajan,CGY,C,80,2,1,3,2,1,0,6,5,1,1,3,2,40.0%,33.3%,4,0,1,3,3,7489,1.56,129.7,1.62,217.0,2.71,37.4%,46,57,44.7%,3,19,14,82,4,46,8,60,16,100,13.8%,0.3,1,5,-34.2,7.1,0.2
Viktor,Stalberg,NYR,LW/RW,75,0,0,0,0,0,0,0,10,2,2,10,1,0.0%,0.0%,8,5,2,0,9,5739,1.28,88.4,1.18,282.6,3.77,23.8%,2,1,66.7%,0,8,18,69,5,30,1,38,16,67,19.3%,5.9,0,1,-31.9,11.3,6.2
Steven,Stamkos,TBL,C/RW,77,1,2,3,1,2,0,5,3,1,1,2,1,33.3%,25.0%,7,4,1,1,4,3576,0.77,61.5,0.80,339.1,4.40,15.3%,35,43,44.9%,3,1,5,36,2,27,1,38,8,51,13.6%,3.6,0,1,-16.6,5.1,-2.2
Ryan,Stanton,WSH,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,4.3,4.30,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Paul,Stastny,STL,C,64,0,0,0,0,0,0,0,3,1,0,3,0,0.0%,0.0%,3,3,0,1,1,5358,1.40,85.4,1.33,267.0,4.17,24.2%,54,55,49.5%,0,8,13,58,2,36,1,43,12,70,14.6%,0.9,1,0,-31.6,6.2,-0.6
Alexander,Steen,STL,LW/C,67,1,0,1,1,0,0,0,10,0,0,9,1,10.0%,10.0%,6,2,4,2,2,7195,1.79,123.6,1.84,239.1,3.57,34.1%,35,61,36.5%,1,10,13,116,1,45,2,50,10,123,7.5%,-3.5,1,5,-52.4,4.6,-2.1
Lee,Stempniak,BOS,RW,82,1,0,1,0,0,0,0,14,1,1,13,0,7.1%,0.0%,4,6,3,2,2,7907,1.61,119.4,1.46,309.4,3.77,27.8%,0,2,0.0%,0,11,17,87,5,44,0,45,14,100,12.3%,-1.3,1,1,-37.7,7.4,-0.7
Derek,Stepan,NYR,C,72,3,0,3,2,0,0,0,18,4,4,15,1,16.7%,10.0%,9,1,2,4,11,7395,1.71,118.9,1.65,234.3,3.25,33.7%,47,51,48.0%,2,15,23,83,8,35,5,57,25,97,20.5%,7.3,1,3,-24.2,10.3,6.0
Chandler,Stephenson,WSH,C,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,8,0.01,0.0,0.00,41.8,4.64,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Chris,Stewart,ANA,RW,56,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,28,0.01,0.0,0.00,326.2,5.82,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,1,0,0.0,,
Jarret,Stoll,MIN,C,80,0,0,0,0,0,0,0,6,0,0,6,1,0.0%,0.0%,10,5,6,3,4,8553,1.78,143.0,1.79,219.3,2.74,39.5%,90,74,54.9%,1,24,13,121,3,54,4,62,15,129,10.4%,-2.6,5,1,-52.0,3.1,-5.8
Mark,Stone,OTT,RW,75,1,2,3,1,1,0,8,8,2,2,7,0,12.5%,11.1%,8,5,5,1,11,5484,1.22,88.1,1.18,278.7,3.72,24.0%,0,0, ,2,14,14,61,7,33,4,30,20,60,25.0%,14.5,0,1,-40.2,6.6,-0.9
Michael,Stone,ARI,D,75,0,0,0,0,0,0,0,2,1,1,2,0,0.0%,0.0%,33,9,6,1,0,9484,2.11,156.1,2.08,296.0,3.95,34.5%,0,1,0.0%,2,23,24,112,7,57,4,72,25,127,16.4%,6.6,0,2,-35.0,9.5,4.1
Clayton,Stoner,ANA,D,50,0,1,1,0,0,1,0,1,0,0,1,0,0.0%,0.0%,10,10,3,5,0,5399,1.80,88.1,1.76,202.4,4.05,30.3%,0,0, ,1,10,12,48,1,28,0,36,7,59,10.6%,-9.8,0,0,-24.5,3.9,-5.3
Tyson,Strachan,MIN,D,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,4.2,2.11,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Brian,Strait,NYI,D,52,0,1,1,0,1,0,8,0,0,0,0,0,0.0%,0.0%,8,6,1,8,1,4883,1.57,74.2,1.43,144.8,2.79,33.9%,0,0, ,2,10,14,57,1,22,3,32,14,62,18.4%,-1.9,1,1,-34.8,9.0,2.8
Anton,Stralman,TBL,D,73,0,0,0,0,0,0,0,3,1,1,3,0,0.0%,0.0%,10,11,4,5,2,9153,2.09,150.5,2.06,227.2,3.11,39.9%,0,0, ,5,16,17,132,4,57,0,55,14,128,9.9%,-1.3,1,0,-49.4,4.3,-3.3
Ben,Street,COL,C,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,33.9,4.84,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Mark,Streit,PHI,D,62,0,0,0,0,0,0,0,1,0,0,1,0,0.0%,0.0%,6,0,1,5,0,5393,1.45,81.1,1.31,246.2,3.97,24.8%,0,0, ,0,12,9,63,3,31,3,35,12,68,15.0%,5.7,0,1,-45.9,12.7,7.5
Ryan,Strome,NYI,RW/C,71,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,134,0.03,1.9,0.03,317.5,4.47,0.6%,0,1,0.0%,0,0,0,2,0,0,1,0,0,2,0.0%,-17.6,0,0,-94.7,66.7,61.6
Brad,Stuart,COL,D,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,2,0,0,0,307,0.85,5.8,0.96,16.5,2.74,25.9%,0,0, ,0,0,1,4,0,1,0,2,0,2,0.0%,-35.3,0,0,-20.9,0.0,-5.9
Mark,Stuart,WPG,D,64,0,1,1,0,0,1,0,1,0,0,1,1,0.0%,0.0%,38,29,1,11,0,11128,2.90,183.4,2.86,177.5,2.77,50.8%,0,0, ,2,29,18,149,4,74,4,91,16,179,8.2%,-11.2,1,3,-46.1,3.1,-8.2
P.K.,Subban,MTL,D,68,0,0,0,0,0,0,0,6,0,0,6,0,0.0%,0.0%,9,5,6,11,2,9566,2.34,154.8,2.28,181.5,2.67,46.0%,0,0, ,4,15,28,119,8,59,6,40,27,121,18.2%,3.1,0,2,-46.1,5.1,-0.7
Chris,Summers,NYR,D,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,200,1.11,2.0,0.66,13.7,4.56,12.6%,0,0, ,0,1,1,2,0,2,0,2,1,2,33.3%,21.6,0,0,-60.6,0.0,0.0
Oskar,Sundqvist,PIT,C/RW,18,1,0,1,1,0,0,0,1,0,0,0,0,100.0%,0.0%,0,0,0,0,0,442,0.41,7.8,0.43,77.2,4.29,9.2%,4,2,66.7%,1,0,0,5,0,2,0,2,1,4,20.0%,-7.0,0,0,-30.8,0.0,-6.9
Andrej,Sustr,TBL,D,77,0,0,0,0,0,0,0,0,1,1,0,0,0.0%,0.0%,9,4,4,3,2,8426,1.82,141.0,1.83,259.0,3.36,35.3%,0,0, ,0,8,13,120,3,54,4,56,11,104,9.6%,-2.6,1,0,-48.5,6.8,0.6
Ryan,Suter,MIN,D,82,1,1,2,1,0,1,0,4,4,4,3,0,25.0%,14.3%,13,7,3,4,5,9621,1.96,157.4,1.92,170.0,2.07,48.1%,0,0, ,3,18,18,122,7,55,4,55,19,132,12.6%,5.9,0,2,-44.2,3.8,-1.4
Brandon,Sutter,VAN,C,20,1,0,1,1,0,0,0,3,3,3,2,0,33.3%,20.0%,1,1,2,0,1,2553,2.13,41.5,2.08,53.1,2.66,43.9%,24,23,51.1%,1,2,8,25,4,11,2,8,12,25,32.4%,28.2,0,1,-27.5,2.6,-1.5
Brody,Sutter,CAR,C,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,28.3,3.54,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Viktor,Svedberg,CHI,D,27,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,5,1,0,0,2,1466,0.90,21.4,0.79,102.1,3.78,17.3%,0,0, ,0,3,5,20,2,5,1,9,8,16,33.3%,12.2,0,0,-36.4,0.0,-8.7
Max,Talbot,BOS,C,38,0,0,0,0,0,0,0,1,2,2,1,0,0.0%,0.0%,9,1,0,0,1,4062,1.78,66.3,1.75,149.1,3.92,30.8%,19,34,35.8%,1,7,4,43,4,29,1,35,7,53,11.7%,-6.8,0,1,-32.6,11.5,4.2
Brandon,Tanev,WPG,LW,3,0,0,0,,,,0,0,0,,,,0.0%,0.0%,0,,,0,0,187,1.04,,0.00,,0.00,0.0%,0,0, ,,,0,0,0,0,0,0,,,0.0%,,,,0.0,,
