"","PLAYER","AGE","POS","DATE","LENGTH","VALUE","CAP HIT","Nat","Ht","Wt","DftYr","DftRd","Ovrl","GP","+/-","E+/-","PIM","OTG","GWG","NPD","xGF","xGA","Grit","1st","2nd","3rd","LY Salary","LY Cap Hit","ev_G","ev_A","ev_A1","ev_PTS","ev_IPP%","ev_SH%","ev_PDO","ev_F/60","ev_A/60","ev_Pct%","ev_RelPct%","ev_ixG","ev_iSCF","ev_iCF","ev_iFF","ev_iSF","ev_iRB","ev_iRS","ev_iDS","ev_Pass","ev_iHF","ev_iHA","ev_iGVA","ev_iTKA","ev_iBLK","ev_iFOW","ev_FO%","ev_CF","ev_CA","ev_FF","ev_FA","ev_SCF","ev_SCA","pp_G","pp_A","pp_A1","pp_PTS","pp_TOI","pp_TOI/GP","pp_F/60","pp_A/60","pp_Pct%","pp_RelPct%","pk_G","pk_A","pk_PTS","pk_TOI","pk_TOI/GP","pk_F/60","pk_A/60","pk_Pct%","pk_RelPct%","pk_iTKA","pk_iBLK","Prev3GP","ev_Prev3G","ev_Prev3A","ev_Prev3PTS","ev_Prev3TOI","ev_Prev3Corsi","pp_Prev3PPG","pp_Prev3PPA","pp_Prev3PPP","pp_Prev3TOI","pk_Prev3Blk","pk_Prev3Hits","pk_Prev3TOI"
"174","Tom Pyatt",30,"C","26-Jun-17",2,"$2,200,000","$1,100,000","CAN",71,185,2005,4,107,82,9,-1.2,16,0,1,8.8,42.1,60.4,151,2,1,0,"$800,000.00","$800,000.00",9,12,7,21,"70.00%","6.60%",1005,"47.2","59.9","44.10%","-5.10%",10.1,43,141,118,84,7,10,"17",194.1,45,119,14,25,64,17,"46.90%",831,1052,619,732,127,130,0,0,0,0,677,0.18,53.6,8.9,"85.70%","-0.40%",0,2,2,10401,2.12,13.8,107,"11.40%","-4.60%",9,20,27,3,4,7,280.9,-3,0,0,0,2.7,5,1,25.9
"175","Wade Megan",26,"C","26-Jun-17",1,"$650,000","$650,000","USA",73,192,2009,5,138,3,1,0.6,0,0,0,0,1.3,0.9,2,0,0,0,"0","0",1,0,0,1,"66.70%","9.60%",1013,"52.4","45.6","53.50%","10.60%",0.4,2,7,7,6,1,0,"1",0,2,2,0,0,0,12,"48.00%",22,19,19,16,5,0,0,0,0,0,7,0.14,0,0,"0.00%","0.00%",0,0,0,80,0.49,0,120.1,"0.00%","0.00%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"176","Andy Andreoff",26,"LW, C","24-Jun-17",2,"$1,355,000","$677,500","CAN",73,210,2011,3,80,36,-2,0.5,70,0,0,-11,16.2,15.7,149,0,0,0,"$600,000.00","$587,500.00",0,2,2,2,"33.30%","3.50%",979,"57","48.8","53.90%","2.90%",4.1,12,80,56,38,5,2,"7",116.5,69,47,10,5,7,41,"62.10%",349,299,250,221,47,53,0,0,0,0,166,0.1,50.3,0,"100.00%","12.30%",0,0,0,364,0.21,15.8,42.6,"27.10%","12.10%",0,0,78,10,3,13,673.1,-4.2,0,0,0,6.2,0,0,1.8
"177","T.J. Oshie",30,"RW","23-Jun-17",8,"$46,000,000","$5,750,000","USA",72,189,2005,1,24,68,28,1.7,36,1,4,4.3,72,50.8,181,3,7,2,"$4,500,000.00","$4,175,000.00",25,15,8,40,"78.40%","11.10%",1042,"57.1","53.5","51.60%","3.30%",11.5,46,159,133,88,7,9,"16",135.7,84,83,25,38,42,28,"41.50%",865,809,657,592,138,134,7,6,4,13,11835,2.83,113.2,10.3,"91.70%","6.50%",1,2,3,4042,1.06,18.8,63.3,"22.90%","9.40%",6,5,231,45,73,118,3342.7,15.3,19,26,45,619.9,24,6,335.5
"178","Patrick Eaves",33,"RW, LW","23-Jun-17",3,"$9,450,000","$3,150,000","USA",72,200,2003,1,29,79,-2,4.4,24,0,2,8.7,86.6,52.5,156,2,5,4,"$1,000,000.00","$1,000,000.00",19,14,7,33,"75.90%","7.70%",999,"61.4","58","51.40%","2.10%",15.7,56,255,208,156,15,15,"30",168.4,80,61,12,25,34,2,"50.00%",1047,985,789,684,164,138,13,5,1,18,14001,2.82,113.1,14.8,"88.40%","4.70%",0,0,0,812,0.2,3.8,93.4,"3.90%","-6.80%",1,2,131,15,15,30,1379.6,20.5,12,7,19,228,6,0,60.2
"179","Erik Haula",26,"C, LW","21-Jun-17",3,"$8,250,000","$2,750,000","FIN",72,193,2009,7,182,72,5,8.1,28,0,4,-0.9,38.6,39.6,105,2,2,0,"$1,050,000.00","$1,000,000.00",14,11,5,25,"70.40%","7.50%",996,"56.3","52.9","51.60%","4.00%",10.9,35,192,157,120,10,14,"24",115.8,39,64,16,19,31,379,"55.40%",826,775,632,577,105,78,1,0,0,1,871,0.28,63.3,6.2,"91.00%","2.50%",0,0,0,4630,1.11,11.4,84.7,"11.90%","0.50%",4,6,194,23,32,55,1945.6,-17,1,1,2,16.1,23,5,321.7
"180","Ryan Carpenter",26,"C","17-Jun-17",2,"$1,300,000","$650,000","USA",72,195,2009,10,266,11,5,0.4,4,0,0,0,4.8,5.1,21,0,0,0,"$600,000.00","$600,000.00",2,2,2,4,"66.70%","10.30%",1083,"63","50.8","55.40%","7.20%",1.2,3,21,20,18,1,2,"3",35.3,15,17,2,1,2,34,"47.20%",106,87,82,66,10,9,0,0,0,0,42,0.03,0,0,"0.00%","0.00%",0,0,0,533,0.82,19.8,85.7,"18.80%","11.20%",0,0,1,0,0,0,8.1,-14.9,0,0,0,0,0,0,0
"181","Nicolas Kerdiles",23,"LW","17-Jun-17",1,"$650,000","$650,000","USA",74,191,2012,2,36,1,1,-0.1,0,0,0,0,0.8,0.7,2,0,0,0,"$925,000.00","$925,000.00",0,0,0,0,"0.00%","40.00%",1257,"48.6","86.4","36.00%","-6.90%",0.1,1,1,1,0,0,0,"0",0,0,0,2,0,2,1,"100.00%",9,16,8,10,4,3,0,0,0,0,0,0.07,0,0,"0.00%","-80.00%",0,0,0,0,0,0,0,"0.00%","0.00%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"182","Jujhar Khaira",22,"LW","16-Jun-17",2,"$1,350,000","$675,000","CAN",76,219,2012,3,63,10,1,0.9,2,0,1,-1,3.7,2.7,27,0,1,0,"$832,500.00","$875,000.00",1,0,0,1,"50.00%","4.80%",1013,"49.5","46.6","51.50%","4.80%",1.3,5,18,15,10,0,2,"2",0,20,7,2,1,5,7,"38.90%",75,70,57,40,14,9,0,0,0,0,59,0.14,0,0,"0.00%","-100.00%",0,0,0,14,0.01,0,0,"0.00%","0.00%",0,0,15,0,2,2,153.1,-8.2,0,0,0,0.5,0,0,0
"183","Charles Hudon",22,"LW","15-Jun-17",2,"$1,300,000","$650,000","CAN",70,195,2012,5,122,3,1,-0.2,2,0,0,-1,1.7,1.8,13,0,0,0,"$575,000.00","$625,000.00",0,2,1,2,"100.00%","11.80%",1065,"48","62.7","43.40%","-6.50%",0.2,1,3,3,3,0,0,"0",13.5,11,3,2,3,0,0,"0.00%",27,35,23,24,7,7,0,0,0,0,73,0.5,117.9,0,"100.00%","20.00%",0,0,0,0,0.14,0,0,"0.00%","0.00%",0,0,3,0,2,2,32.6,-3.7,0,0,0,1.9,0,0,0
"184","Jonathan Drouin",22,"LW, C","15-Jun-17",6,"$33,000,000","$5,500,000","CAN",71,188,2013,1,3,73,-13,-1.5,16,1,6,3.8,63.3,40.9,82,4,5,6,"$832,500.00","$894,167.00",12,15,9,27,"77.10%","7.20%",994,"54.6","50.2","52.10%","3.00%",9.8,22,236,179,134,6,12,"18",236.1,46,58,44,36,14,63,"43.10%",919,847,688,658,95,100,9,17,8,26,13508,2.99,95.2,11.6,"89.10%","0.40%",0,0,0,24,0.05,0,0,"0.00%","-9.90%",0,0,91,5,29,34,1032.1,9,3,5,8,168.6,0,0,1.6
"185","Teuvo Teravainen",22,"C, LW, RW","15-Jun-17",2,"$5,720,000","$2,860,000","FIN",71,178,2012,1,18,81,-6,5.8,16,1,2,5.2,74.4,44.5,76,2,2,5,"$832,500.00","$894,167.00",10,17,7,27,"73.00%","7.00%",986,"57.2","46.4","55.20%","6.50%",9.7,35,202,165,117,5,10,"15",193,24,68,54,43,29,186,"48.30%",1034,843,774,660,154,132,5,10,3,15,10866,2.2,111.9,8.1,"93.20%","3.60%",0,0,0,77,0.06,6.9,13.8,"33.30%","17.20%",0,0,115,15,18,33,1373.4,16.4,2,8,10,154.1,7,1,58
"186","Matt Puempel",24,"LW","14-Jun-17",1,"$725,000","$725,000","CAN",73,205,2011,1,24,40,-11,0.1,11,0,1,1.3,14.8,13.1,52,1,0,1,"$900,000.00","$900,000.00",3,3,2,6,"75.00%","4.90%",940,"51.9","55.8","48.20%","0.60%",4,17,68,52,38,6,2,"8",77.5,28,39,5,8,12,0,"0.00%",308,332,224,238,38,42,3,0,0,3,1640,0.67,87.8,2.3,"97.50%","3.30%",0,0,0,0,0.01,0,0,"0.00%","-15.70%",0,0,39,4,2,6,381.3,-7.8,0,0,0,12.8,0,0,0.7
"187","Marko Dano",22,"C, LW, RW","13-Jun-17",1,"$850,000","$850,000","SVK",71,212,2013,1,27,38,0,0.2,10,0,0,3.7,18.4,12,107,0,0,0,"$925,000.00","$925,000.00",2,7,3,9,"100.00%","6.00%",1014,"49.1","52.9","48.10%","2.00%",4.4,16,63,55,36,4,7,"11",95.2,78,37,9,16,14,1,"25.00%",288,311,206,214,49,37,2,0,0,2,3099,1.38,82,13.7,"85.70%","0.90%",0,0,0,76,0.04,0,73.8,"0.00%","-2.40%",0,0,69,13,17,30,845.5,16.5,0,1,1,31.3,0,0,2
"188","Zac Dalpe",27,"C","9-Jun-17",2,"$1,450,000","$725,000","CAN",74,199,2008,2,45,9,0,-0.5,9,0,0,0,2.4,3.4,20,0,1,0,"$600,000.00","$600,000.00",1,2,0,3,"60.00%","16.10%",1030,"47.7","55","46.40%","1.60%",0.5,2,14,11,8,0,1,"1",0,5,4,0,3,5,27,"45.60%",61,71,45,51,7,12,0,0,0,0,6,0.1,0,0,"0.00%","-95.70%",0,0,0,0,0.04,0,0,"0.00%","-4.50%",0,0,78,5,5,10,590.1,-29.7,1,0,1,14.2,0,0,1.8
"189","Tyler Toffoli",25,"RW, LW","7-Jun-17",3,"$13,800,000","$4,600,000","CAN",72,201,2010,2,47,63,6,6.8,22,1,2,-6.5,56.4,37.2,80,2,2,4,"$3,900,000.00","$3,250,000.00",12,14,4,26,"91.20%","6.40%",982,"63.4","47.1","57.40%","7.80%",12.2,44,235,176,122,11,15,"26",118.6,50,68,26,14,2,1,"50.00%",844,631,624,478,119,95,4,3,0,7,8607,2.16,121.4,5.9,"95.40%","7.90%",0,1,1,3981,1.06,18,80,"18.30%","6.90%",3,1,220,47,62,109,2699.4,61.7,13,7,20,370.3,5,8,177.2
"190","Andreas Martinsen",26,"C","5-Jun-17",1,"$675,000","$675,000","NOR",75,220,2009,10,266,64,-14,-10.1,32,0,0,-9,16.6,26.9,235,0,0,0,"$640,000.00","$640,000.00",3,3,1,6,"70.60%","4.00%",960,"44.9","59.8","42.90%","-5.10%",5.8,19,127,102,70,3,4,"7",49.9,165,61,10,20,24,3,"75.00%",427,570,322,420,42,70,0,0,0,0,292,0.1,11.3,0,"100.00%","14.80%",0,1,1,3487,0.93,17.5,84.8,"17.10%","3.70%",4,4,55,4,7,11,594.3,-14.8,0,0,0,2.4,0,0,0.9
